date;time;event;platform;ad_id;ad_cost_type;ad_cost
01.04.2019;01.04.2019 00:00;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 00:04;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 00:07;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 00:07;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 00:08;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 00:09;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 00:14;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 00:20;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 00:37;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 00:38;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 00:41;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 00:43;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 00:50;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 00:54;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 01:53;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 02:05;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 02:36;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 03:38;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 03:42;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 04:05;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 04:09;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 04:28;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 04:55;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 04:57;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 04:57;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 05:15;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 05:18;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 05:18;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 05:21;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 05:24;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 05:38;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 06:04;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 06:16;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 06:25;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 06:28;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 06:37;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 06:39;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 06:39;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 06:41;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 06:43;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 06:50;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 06:50;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 06:57;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 06:58;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 07:05;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 07:24;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 07:37;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 07:38;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 07:39;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 07:41;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 07:45;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 07:49;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 07:56;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 07:58;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 08:07;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 08:08;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 08:10;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 08:11;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 08:19;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 08:19;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 08:23;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 08:24;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 08:25;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 08:26;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 08:28;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 08:32;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 08:32;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 08:35;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 08:40;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 08:40;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 08:41;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 08:42;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 08:43;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 08:43;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 08:43;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 08:46;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 08:46;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 08:47;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 08:47;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 08:47;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 08:49;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 08:55;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 08:58;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 09:00;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 09:03;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 09:09;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 09:10;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 09:10;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 09:11;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 09:12;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 09:19;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 09:27;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 09:29;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 09:31;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 09:31;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 09:32;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 09:34;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 09:34;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 09:35;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 09:37;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 09:44;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 09:45;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 09:50;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 09:50;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 09:53;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 10:00;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 10:00;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 10:05;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 10:05;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 10:07;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 10:13;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 10:13;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 10:16;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 10:17;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 10:18;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 10:20;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 10:21;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 10:30;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 10:33;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 10:36;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 10:36;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 10:37;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 10:41;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 10:45;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 10:48;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 10:49;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 10:49;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 10:51;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 10:53;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:01;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:03;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 11:07;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 11:14;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:17;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:17;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:18;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:21;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:21;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 11:24;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 11:25;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:25;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:26;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 11:27;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:28;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:30;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:33;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:33;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:34;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 11:35;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:37;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:39;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:39;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:40;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:43;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:43;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:44;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:45;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 11:48;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:48;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:49;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:51;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:52;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 11:52;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:55;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:56;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 11:56;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 11:58;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 11:58;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 11:59;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 12:04;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:04;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 12:04;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 12:04;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:07;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:10;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:12;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:12;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:14;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:15;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 12:15;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:16;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:17;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:18;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:19;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:20;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:23;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:34;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:34;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:34;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:36;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 12:36;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 12:36;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:38;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:40;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 12:42;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:43;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:44;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:45;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:45;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:49;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:50;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 12:52;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:52;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:53;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:54;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 12:56;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:00;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:03;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:05;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 13:06;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:07;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 13:07;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:09;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 13:10;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 13:11;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:11;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:11;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:17;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 13:17;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:20;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:20;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:21;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:21;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:23;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:23;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 13:23;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 13:23;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 13:23;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:24;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:25;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:26;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 13:27;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 13:27;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:39;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:43;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 13:44;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 13:46;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:53;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:55;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:55;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 13:55;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 13:58;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:58;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 13:59;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 13:59;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:00;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 14:02;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 14:03;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 14:06;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:10;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:11;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 14:13;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 14:14;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 14:16;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:27;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:27;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 14:31;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:33;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:36;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:37;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:39;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:41;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 14:41;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 14:42;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:43;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 14:48;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 14:48;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:49;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 14:50;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:52;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 14:52;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 14:54;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 14:54;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 14:55;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 14:57;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 14:57;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 15:02;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 15:02;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 15:06;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:08;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:10;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:11;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 15:13;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:13;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:15;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 15:18;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:18;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:22;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 15:26;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 15:27;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:27;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:31;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:32;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:32;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:33;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:35;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:37;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:40;view;android;121288;CPM;187.4
01.04.2019;01.04.2019 15:48;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 15:48;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 15:50;view;ios;121288;CPM;187.4
01.04.2019;01.04.2019 15:50;view;web;121288;CPM;187.4
01.04.2019;01.04.2019 15:50;view;ios;121288;CPM;187.4
